"reviewerID","asin","reviewerName","helpful__001","helpful__002","reviewText","overall","summary","unixReviewTime","reviewTime"
"A3LDPF5FMB782Z","1400501776","Alan  Houston","226","231","The Nook tablet is a great color e-reader with the ""bonus"" of being able to read your email, shop on Amazon.com, surf the web, watch tv shows on Hulu Plus, movies on Netflix, and listen to the world's largest selection of music on Pandora Radio.  I added a 16gb sd card filled with thousands of my favorite songs. But, the Nook is designed to be an ereader...it is not a games tablet, or an IPad.I got my Nook Tablet (8gb version) from Barnes & Noble because of the extra discount I got with my B&N; membership...the price was MUCH less than advertised by most internet venders. I already have a Brand X color e-reader and a Nook Simple Touch reader. My old color reader was hard on my eyes for long reading sessions, the Nook Touch is great for books, but it does not have internet access or play music and magazines don't really work without a color screen.The Nook tablet has very sharp, clear, and contrasty fonts and is very pleasant to read, even for several hours. There is a night mode, and also a sephia mode for reading in bed without bothering anyone else. Magazines look great on its color screen. I listen to music on Pandora while I read, and when I am tired of reading, I can watch a movie on Netflix or a tv show on TV.com. I installed the Dolphin browser which uses tabs so I can switch quickly among various web pages.Vevo music videos look great, but the Nook's speaker is too weak to enjoy music. However, music sounds great through good ear buds and when I plug the Nook into my computer speakers.The Nook is an e-reader, NOT an I-Pad or high powered tablet. It does not have access to Google Play to obtain apps, so you are limited to the apps in the Nook app store. Those apps have been developed just for the Nook and its seven inch screen. The apps in Google Play are mostly designed for the smaller screens of cell phones, while Nook apps are designed just for the Nook.Bottom line: the Nook Tablet 8gb is a terrific way to read books and magazines while enjoying your favorite music (I loaded a 16gb memory card with thousands of my favorite songs...transferring the songs over to the Nook from my laptop was fast and easy).For folks who want the ""full"" tablet experience, Amazon.com sells the N2A card which enables you to boot your Nook into a full tablet mode, with access to Google Play, and the 400,000 apps available there. And, the N2A card also permits booting the Nook back into its original Nook settings, as the card does not modify any of the Nook's software or settings.","5.0","Great Color E-Reader With Extra Features","1334102400","04 11, 2012"
"ATF9GIT9E3X5S","1400501776","Alexander Wilke","6","7","Between this and other popular competitors there isn't a lot of difference in hardware.  The software and usability is noticeably different though, and that's where you should pay close attention.  I bought my wife the Nook Tablet for Christmas and she uses it a fair amount.  I haven't heard any major complaints from her but here are the ones I've heard most often.The Barnes and Noble App Store is a joke.  I looked through it for about 5 minutes and barely ever saw a free app.  Many popular apps and games are there, but usually you can only get the paid version.  Adding insult to injury, side-loading is difficult if not impossible without rooting the device (this will void the warranty).  I didn't expect side-loading to be a given really, but if you block those apps you really need a decent App Store to make up for it.The SD card slot, which many people may not ever use, is in a pretty odd spot.  It's not really hard to pry back the cover but since you're working with a micro-SD card it can be really annoying to  line up such a tiny card in the slot.  If that wasn't annoying, it is definitely annoying to load your PDFs or whatever from the SD card once its inserted.  For someone who isn't really tech-savvy it isn't obvious how to read those files.  The reader app could really do a better job of detecting documents when the SD card is inserted.On the aesthetic side the launcher could use some work.  Although I think the scrolling app dock at the bottom is slightly more elegant than a grid-like app drawer, there's little organization to the home screen.  You can drag icons around, to and from the dock, but apps/books don't lock to any kind of grid on the home screen.  Some of us who are more anal retentive just won't stand for two icons being less than parallel.  You can see a better view of your media by opening the Library app, which is a nice app, but I find the contrast displeasing, further emphasizing this is a tablet with e-reader functions (or vice versa maybe).  Basically the cohesion isn't there and you start to wonder, with all of the restrictions, why you didn't just get a regular tablet.I still haven't rooted my wife's tablet but maybe if something annoys her enough she'll let me do it.  Otherwise, if you're not planning to root the NOOK, beware of its restrictions and browse its App Store for a bit to see if the selection and prices are a deal-breaker.  This is an e-reader FIRST and a tablet SECOND.  If you're satisfied with its e-reader capabilities I'm sure you'll be happy with this device.","3.0","Know What You're Buying","1338854400","06 5, 2012"
"A3NS3XXZCQ5ATQ","1400501776","Amazon Customer","3","4","Honestly, I was really just interested in getting an ebook reader, so you won't hear me whining (much) about how the Nook's functionality was crippled by B&N.  What tipped the scales towards the Nook (instead of the Kindle, which was the other main contender for my money), was its compatibility with the epub file format.  It's very tightly integrated with Barnes & Noble's store, and as long as you're only interested in either books from that retailer or sideloading your own books via USB cable, you'll be satisfied with this device.  Unless you're willing to root it, you WON'T be able to sideload apps from a computer, and you also won't be able to access Google's Play store or Amazon's app store.  Definitely a deal-breaker if you're looking to buy a fully functional Android tablet, but it works well for my own purposes.","3.0","A nice reader, but don't expect tablet capabilities","1374883200","07 27, 2013"
"A3PDGWYC08DXF4","1400501776","Catcher of Pokemon (Like No One Ever Was)","0","0","My nook tablet has really made reading fun again! I was sick and tired of fiddling with reading lights while trying to read in the dark and, after seeing my friend's kindle fire, decided to pick up a tablet for myself. The barnes and noble app market is a bit weak, but I bought my nook to read, so aside from a few games and basic applications its been a strictly literary experience for me. The backlight is great for reading in the dark, and i haven't had any issues with glares while reading in the sun. The stock web browser is fine for basic browsing, but if you're looking for a true tablet experience you might want to wait for the Google Nexus 7 tablet. The nook tablet however, as it stands, is an excellent e-reader/tablet for $200!","4.0","A great little tablet for $200","1341187200","07 2, 2012"
"A3E2SQ61RG4KPF","1400501776","D. Chien","3","4","8/2012 - Best screen on a 7"" tablet for the price range. Seriously, iPad quality and even sold my iPad 2 for this! =D Very happy and would not go back.1) Lighter than an iPad. Thus, easy to hold one-handed for extended viewing. Can't with the iPad.2) Screen quality is IPS and matches that of the iPad. No issues with resolution, contrast, color, etc. One of the best screens, esp. for low reflections off a glossy display tablet out there at this time. One of the biggest reasons I bought this. Far less shine than the annoying iPads.3) Nice loop hole for a strap - Wii strap works great! Never drop it again!4) MicroSD card slot! Yes!! Expand and drag&drop; media as you see fit, along with CM7.5) Plays more media formats than the iPad. MX Player pretty much kills the iPad for how easy it is to play everything up to 1080 on this tablet.6) Runs 4-5+ hours easily reading ebooks.In short, for the price range and time of this post, nothing else 'better' for a 7"" tablet. Wouldn't go back to my iPad2 ever, and extremely happy with this - total keeper for all it can do!! xD","5.0","Best screen on 7"" tablet for the price range =)","1345507200","08 21, 2012"
"A1FIR4LBQA39YR","1400501776","DL R.","0","0","The Nook preformed perfectly and was easy to set up. I checked lots of ratings before I ordered it, and they were all good.This was my first tablet so I did not realize that it did not have some of the specific features I was looking for. I did return it. I must say though that the camera on the Nook was much better than camera on my new one.","4.0","Very good camera","1385856000","12 1, 2013"
"AOMQZAS76F3V3","1400501776","Donald E. Fulton","2","3","(update) I find my review written about Nook HD included here for an entirely different model tablet. Amazon or B*N this is unethical!D.F.---------------Nook HD overviewGreat screen, no cameras, weak speakers, crappy battery life, compromised android OS, but an inexpensive way to browse web and run the world of android apps on a fast, beautiful display. Plus it has a microSD slot to hold lots of videos for offline viewing. And of course, its original purpose, to provide a slick interface for purchase and reading of magazines and books.PlusesWide range of browers available. I have 9 on my machine. All browsers for tablets have reduced functionality so some browsers are better than others for specific tasks. For example, Firefox will play video in HD and does not redirect to mobile sites. Tint and Zirco have a homepage that will access a local html file. With several browsers installed it's easier to get around site restrictions. Firefox has an addon that auto-deletes cookies. Chrome allows spoken search inputs.The world of 700,000 android apps can now be accessed on Nook HD including big and nice apps: Google earth, Skype, YouTube in HD, Adobe Reader, WiFi Analyzer, WiFi Fixer (essential Wifi tool), Google maps, best solitaire ever (by MobilityWare), and free 'run' games. Custom moving backgrounds on Nook HD home screens are fun.AnnoyancesIn two months I have not figured out how to add a browser link to Nook HD home page. Some browsers have the option to add a link to the homepage, but it never works! (It must be that the Nook HD OS does not allow this)Poor battery life, by test I get only 4 hours.Adroid apps normally just suspend, so it tends to take too many presses and taps to cleanly start an application.Audio does not shut off when you exit most radio and music apps. With no OS support for shutting apps down I often have to resort to a reset to silence them.Built-in email has a short time window so you only see few or no messages. Apps like FastHotMail can provide workaround.Screen capture is clumsy (pushing Home and Vol- requires a lot of force and nearly simultaneous pushes).Nook HD not really useful for music, sans headphones, because sound volume on speakers is relatively low.Setting up icons on home screens is kind of a pain. Half of the main screen is taken up by a carousel that cannot be removed. The Nook recommended way of moving an icon to an adjacent screen is to hold icon overlapping the edge, but I find this hit or miss, it only seems reliable after a reset.File directories can be accessed via USB, but have some annoyances: Many file managers have a hard time finding personal files lost in a maze of OS directories. Nook HD allows deletion of its standard user directories (like 'kids B&N; files') only to later write them back again.Tablet does not reliably remember some settings. Occasionally I find the screen will be dim or the notification is too loud and when I look the setting has changed.No way (that I have found) to add personal data for quick entry.(update)Bluetooth keyboard problem solvedI have an inexpensive bluetooth keyboard that works fine with another tablet (Blackberry Playbook), but I could not get it to work with Nook HD. It would pair fine, but nothing happened when keys are hit. I see others complaining of this too. Finally I solved the problem with an app called BlueInput (available on Play Store). It now does the pairing, not Nook OS, and you select the bluetooth keyboard using 'Switch Keyboard' icon.(update)Fix for adding web link icons to the home page. Some browsers have the option to add a bookmark to Home, but this never seemed to work in Nook HD. I think I now understand the source of the problem. The default Nook HD launcher (with carousel) ignores them. The work around is to install the Nova launcher, and it will show them on the home screens.","3.0","Cheap way to browse web and run android apps on a fast, beautiful display","1374796800","07 26, 2013"
"A2FHM5FB0BXKGA","1400501776","Dr. Elaine O. Chaika ""book, movie, tech lover""","40","40","If you buy this from a B&N; store, and are a member of B&N;, you can get this for $174, which is cheaper than the 8 gig Fire. If you already are loaded with Kindle books, B&N; foolishly doesn't have a Kindle app, but you can, on Amazon or n2a.com buy an n2a card which allows you to boot your Nook up as a full Android complete with access to the Android Market (or whatever Google is calling it now), and get the Kindle app to accress all your Kindle books.  Since I love the design of the eReader  on the Nook, I use my n2a card only when I want a Kindle book.  I find the B&N; Nook books are usually the same price as Kindle.  Occasionally, Kindle doesn't have a book I want but Nook does.  Also, Nook may not have a book Kindle has.  Also, Nook books have the page perfect series, as well as Enhanced Editions with embedded videos and audio clips, neither of which Kindle has.The Nook has a tab for ""My Stuff"" so you can drag things from your PC to the Nook.  If you want more space for your stuff, you can get any sized san disk for the Nook.  I have a 32 gb one because I transferred about 4,000 pictures to my Nook and am using an app to edit the pictures and then make slide shows of them. Then I'll drag the shows back onto my computer and burn them to disc. Did I mention the Nook is a joy to use? I actually got thre 16gig Tablet but the 8 gig is as fast and has the 11 1/2 hour battery as well as allows the same cards to be added.","5.0","Biggest Deal Around","1335139200","04 23, 2012"
"A1G9SOE51HET8E","1400501776","Frank","2","2","Three of my children are sharing it now. I do not see the need to buy another tablet because I do not allow them to play with it too much. My oldest child uses it for email, news, weather, and more while in school. She prefer it to a computer even she has to share with her sister and brother. it starts in seconds, it weights less and is firm enough to be put in her school bag (with cover of cause).It has the convenient access to the free Istory books, free classical books, and some games that my children occasionally play with. My older children would record some of the books for my smaller children to listen. It save me a lot of time to read to them. The dictionary is at their fingers.Not a bad gadget for education.","5.0","Good for education","1349654400","10 8, 2012"
"A3KOA0YU5LB92W","1400501776","I. Hdez.","0","0","Excellent display quality. It runs fast, and does have more memory than its predecesor. The size is appropriate for my day to day needs.","5.0","Very good.","1374364800","07 21, 2013"
"A15KCEKCUCYF0O","1400501776","imboredtotears","0","3","The price of this tablet I do love.Thats about it.First of all the design of the the tablet feels very cheap.Almost the whole shell of the nook is plastic.Since also the home nook button neing plastic sometimes it gets stuck and makes it hard to push.The format of the homepage I do not like.If you want new wallpaper you have to download a picture file file onto your nook same with music and video.You do get the apps hulu netflix and pandora but thats very limited.Whats also very limited is the app store.What a joke.The apps are all very boring and overpriced.The book are usually never free.The only Up to this tablet it you can watch flash video which is basically the only upside to this piece of junk.Either save up your money for an ipad or or kindle fire.I will be returing my nook!!!!","2.0","A Tablet With Very Little To Show","1346112000","08 28, 2012"
"A3JOGUHYHZV8LD","1400501776","J. Crouse ""Entrepreneur""","0","0","I bought my wife a Nook for Christmas two years ago, and she has used the heck outof it, so I have always wanted one for myself. When I saw the price break on this oneI had to act! It meets all my expectations.","4.0","Happy Nook","1384300800","11 13, 2013"
"A18S2VGUH9SCV5","1400501776","Margaux Paschke","1","2","I have mixed feelings about the tablet.  I really like and don't like features of this tablet.  I'm keeping my fingers crossed that later versions improve the potential of the Nook.LIKE:1.  layout and function of touch screen is intuitive - the Kindle Fire requires instruction2.  built-in wi-fi3.  the hardware is solid4.  the price is competitive5.  Netflix and Hulu are available and app market is expandingDON'T LIKE:1.  no bluetooth or GPS2.  do not have access to the full Android Market3.  no video rental option - apple and Amazon tablet have better market places4.  only 8 GB memory and although it can be expanded with microSD, less convenient than other tablets5.  the e-reader is not as good as a Kindle but then what is?  at least the iPad allows for the Kindle appFor now, I'm sticking with my Kindle Fire over this Nook but I'm keeping my options open for future purchases.","4.0","MIXED FEELINGS","1340755200","06 27, 2012"
"A3LZQZMCIZDXK3","1400501776","Mayor Bloomburger","0","0","I bought my 8gb B&N; Nook new for $149.99.  At $200 list price I would say it's a rip-off and I'm still not thrilled that I spent $150 on it.Pros:  Expandable storage via micro-sd.Reliably plays mp4 video and e-book files.Netflix and Hulu Plus apps are reliable and have good interfaces.Reliable (but not particularly long-distance) wireless antennae.Bright screen with good color, contrast, and resolution.Responsive touch screen.Good battery life.Cons:  Web browser is slow, unreliable, and crashes often.Limited, closed operating system with expensive applications.Headphone jack is low-rent - too quiet and scratchy with some of my speakers.Horizontal / Vertical screen calibration lacks enough customization options.Made from cheap plastic - micro-sd cover slot fell off.No way to rent movies or TV episodes from Nook store.Hard-to-use music player that has problems playing some mp3s that other devices can play just fine.It's good as a potable media player but is definitely nerfed as a touch-screen portable computer. If other tablets were priced in the same $150 range I would have rather got something a lot more customizable with access to free apps.","3.0","Meh - Some buyer's remorse","1345852800","08 25, 2012"
"ACMKJIW7FKAR5","1400501776","Mike Bowers","0","0","Purchased as a Christmas Gift for my son.  He loves it.  Best gift (according to him).  We loaded a few of his faborite games and downloaded some books.  He loves to read, and hasn't put this down since unwrapping it.Hightly recommend.","5.0","Big Hit","1357516800","01 7, 2013"
"A3DM8NDY4EIUP1","1400501776","mj","0","0","I assumed that I had the 16gb model but the box was misbranded and my bad for not paying attention,too late to take back to the store but it is still a very good tablet and the memory can still be expanded by sd card. I have since rootedmy tablet and it is great! I do have the 16gb one after all.","5.0","It is a very good tablet.","1373414400","07 10, 2013"
"A1MZVETF38AMZ6","1400501776","NowImMad ""Jake""","70","73","Pros:The hardware is nice, I have the 8GB - Its fast, responsive and the screen is beautiful. Great for reading books and netflix. Battery life - Read 'Catching Fire' and 'Mockingjay' on a single charge. Email and web are decent too - nothing special.Cons:The B&N; Nook OS and the B&N; App selection are both terrible. The Nook OS is counter-intuitive and not user friendly, there is no BACK button!? Take a toll of how often you use the BACK button on your phone or android device and you'll realize how annoying the lack of this simple common-place feature is. You can hit the 'N' and go back to home any time - though often I wanted to go Back, not start over. The selection of apps in the app store are laughable. I literally could not find a single app I wanted, even searching apps that they advertise like Comics for nook (not installed? not available?). I found a few apps for $4.99+ that i have downloaded for free on Itunes and Google play (android market).Recommendation:BUY THIS -N2A (TM) - 32GB Nook to Android bootable microSD Card for the Nook ColorTakes the Good hardware of the Nook Tablet and replaces the useless OS with trusted Full Android. Read the reviews, they are all true! Before i bought this card, the nook was basically useless and frustrating - now I have an android tablet and since it is NOT rooted, still have warranty too, though I recommend squaretrade. Check my N2A review for more info.Update: I have had this tablet for over 6 months now and love it. I have had no issues and all my friends and family want one. Note: I use this exclusively with the N2A card in Android mode. N2A recently emailed me with the update from Gingerbread to Jellybean and its working great and their customer service is excellent. I cannot recommend this company/product enough.","3.0","Good Hardware - terrible OS and App availability","1334620800","04 17, 2012"
"A3OYMK6UMM871F","1400501776","oldcandyeater","0","0","It is ok for adults. Fine for older adults who are just looking to use it to read but the place where this thing shines the brightest, it is bomb proof. I gave one to my toddler boys last year and it still works 100%. It has been spilled on, dropped, stomped on, drooled on, left in the sun and even got closed in the auto door shut in our crappy minivan and it is almost perfect. A scratch here or there but truely you could never tell what torment this device has been through.I wish I could get an apple device this durable. In the same time that I have owned this tablet my family, (self and husband included) has killed no less that 3 smart phones, an ipad, one samsung device and a dvd player.The device has also survived multiple refreshes and side loading software experiments with out even flinching.I will say that the b&n; app store is pretty pitiful but like I said It's easy as pie to sideload the google play store and have access to pretty much anything you want.","5.0","This is by far the best kids tablet on the market","1397001600","04 9, 2014"
"A3ADJ00F29DU5I","1400501776","Sandra Bidewell","0","0","The Nook 7&#34; 8GB Wifi tablet was a Christmas gift for my husband. He had a  plain Nook for reading. This upgrade seemed logical because he already had a Nook account. The new Nook takes cards he already had. He loves it.","5.0","A gift for my husband","1356998400","01 1, 2013"
"A1H8I2PH00UQ2K","1400501776","Valerie Trahanovsky ""THE TRUTH""","3","3","This is very amazing. It has a ton of features and has a great looking VividView touchscreen. Here are some of the features and things it can do.-Very strong, I dropped mine from 5 feet to wood floor and it was fine.-Very fast but slow at navigating the home screen.-Has a physical home button which comes in handy in case you want to quit something.-Has expandable memory so you can have tons of content on this.-You can personalize the home screen with your own wallpaper.- Loads pages fast and plays videos well.-Has a VividView touchscreen which does what it says and makes everything vivid.-The os is tweaked which is nice if you don't care about android.-The microphone works great .-It has physical volume buttons.Over all this is a very good tablet if you just need to do basics like read,email,play games, play videos and search the web. It can also do more than basics.","5.0","This is amazing!","1341619200","07 7, 2012"
"AES2AZFVTXKBZ","1400532620","Amazon Customer ""Charge It""","2","3","Highly disappointed. I purchased the new B/W touch version of the Nook and had intended to use it for lecturing in class when I need to do it from the book. I didn't know that you couldn't download the etextbooks to my Nook from the NookStudy part of Barnes and Nobles. Why would you call this NookStudy if you can't download the textbooks to a Nook reader?Seriously!I could live with the some of the shortfalls for this device (slow touch response, flickering on the screen when changing pages, keyboard mistypes characters, etc), but not being able to download a textbook from something that says ""Nook""Study? Smacks of misrepresentation, somebody should sue. On the NookStudy web page, it says that a ""Nook"" is not required, it should say, ""Not intended for Nook Devices"". Also, it will not load onto any other hand-held device that has the Nook app, only on a PC or a Mac. They should rename it to ""DeskTop Study"", using the Nook label when you can't use it on a Nook device is false advertising (anybody want to sue?).Anyway, I'm returning this and buying a Kindle (at least Amazon will tell you what devices you can install their etextbooks, i.e. almost all their Kindles, Mac, PC and oh, an iPad!).If your planning on buying this for your college bound student, get them a Kindle instead.","1.0","Not for Students and Professors","1310947200","07 18, 2011"
"A1IK1ZTDHJS6WW","1400532620","Amazon Customer","0","0","This nook has a very nice format and is very easy to operate and view.  The only draw back is the Battery life is terrible.  I am charging this unit twice a day.  My former Simple Touch only needed charging once a month &#34;with the wifi ON&#34; all the time.  I would NOT recommend this product.","3.0","Could be better","1403308800","06 21, 2014"
"AQGUDK0MSQ95L","1400532620","anildgl ""A. Dgl""","3","3","If anyone have used previous version of nook you will immediately see the improvements on new version of nook. One of the most important feature I found on the new nook was better page turn response. The screen refresh when moving from page to page is much quicker, nearly matching the refresh rates of the latest Kindle. The Nook also added a laundry list of interface and usability improvements, such as the ability to organize your book collection by category which is called ""shelves"".I liked 600 X 800 display screen. It comes with 16 shades of gray and is easy to your eyes. I can read all day without hurting my eyes. My personal opinion, i would love this device more if I could read it at night without lights.ProsLibrary with thousands of books, magazine that comes free, built-in free wireless data network, plus Wi-Fi connectivity (no PC needed); separate capacitive color touch-screen pad for navigation, and a virtual keyboard for notes and annotations; 2GB of internal memory (capable of storing 1,500 electronic books) as well as a microSD expansion slot for additional memory; font style and size are adjustable; displays image files and plays MP3 music files; compatible with Windows and Mac machines; battery is removable and user-replaceable; allows free browsing of full-text books while within Barnes & Noble stores; you can lend certain e-books for up to 14 days free of charge; EPUB format compatibility lets you read free Google Books and loaner e-books from your local library; page turn speeds are faster with firmware upgrade.The bad: No protective carrying case included; color LCD ( for color nook)  has an impact on battery life; for black & white battery is really good,in-store reading and loaning capabilities come with notable limits and caveats; no support for Word or text files; no ability to download books when outside the U.S., even when on Wi-Fi.Does it beat Kindle?According to design my answer is no.  The third-generation Amazon Kindle is lighter, thinner, and simply feels a little better to hold in your hand. It also offers double the battery life, more internal memory (4GB versus 2GB). But the new upgrades has given some new features to nook that are not available in kindle. Nook should definitely remain under consideration when you're shopping for e-ink e-book readers. The decision may come down to a personal preference, such as how you feel about the color navigation screen versus the hard keyboard found on the Kindle.If my review did not answer any questions, leave a comment below and I will try my best to answer your question.","4.0","Worthy wifi e-reader for everday reader.","1293321600","12 26, 2010"
"A2V24K8UWPPDSB","1400532620","ashley miles","1","2","This tablet from barnes and noble is an afforadable alternative to the ipad. Serves more than one purpose ...while its primary function is reading. The original nook is a whole family experience. Its size and durability give the nook, nook color, and nook tablet are built with quality materials so that they have longevity. This is a gift for the teachers assistant at my sons school. She wanted something to read her books on, and since i have the nook color i figured this would be a good start for her.Barnes and Noble NOOK eBook Reader (WiFi only) [ Black & White]","5.0","intro to a classic...","1337212800","05 17, 2012"
"A1HZWHI3JLGZ5N","1400532620","atrox13","5","6","I bought this unit as a gift for the grandchildren to read books. My plan was test it out and buy 3 if it worked. I planned to buy gift cards for the unit so the kids could buy books. Barnes and Noble requires a credit card to activate this unit! That is a show stopper as it is not desirable for young children to have a unit with credit card information linked to it. They could lose the unit etc. I loaded my credit card information to test the unit. After deciding to return the unit I talked to customer service about deleting my account information. The answer from 3 people was you can not delete your account information. I can not recommend this company.","1.0","Barnes and Noble NOOK eBook Reader","1323388800","12 9, 2011"
"A1MYO26LV8X7JI","1400532620","Bill","11","13","I bought the Nook last week, its always a joyous experience to buy something from a store, activation was easy on the device, took some time to create new account on Barnes and noble site, but I was ready to go in 15 minutes.I purchased one book and started reading immediately, after 4 days, suddenly the e-ink screen went darker. The device comes with one year warranty, I took it to the store and they replaced it in 5 minutes, again, the store experience was great.Pros:1- The device look and feel is good, design is sleek and smooth.2- Touch screen is a good idea, I have tendinitis so I prefer to use touch screen over keyboard.3- The page turn keys are in good place, very comfortable to read and hold at the same time.4- Found many books on the library search, it has detailed editorial and user reviews, with ratings, just like Amazon site.5- The format is not proprietary, this was a huge sale point for me, there are other devices that can read the same format.6- Battery is replaceable and memory SD slot is available.Cons:1- The touch screen is sluggish, you need to use it slower than using other touch devices, this is either buggy hardware or CPU is too slow.2- First device I got was defective, not a good sign, hopefully the second one is better.3- Browsing the web is ok, but using the small touch screen to navigate through HTML is not an easy task, especially since it is sluggish.4- Not all books are available in the on-line library, I found a psychology book in the store that did not exist for download.5- You need to use screw driver to open the back cover and replace battery or insert SD card.6- Little bit heavy, certainly heavier than a medium size hard cover book.","4.0","So far so good..","1284768000","09 18, 2010"
"A39K7R4Y1ZD5SZ","1400532620","cacalazani","7","8","I purchased both the Kindle (Wi-Fi) and this Nook (the original) and tried them out during the return period. While there were things about the Kindle I really liked (better screen contrast, and many other features that other reviewers on the Kindle site had written), the one thing that made me choose the Nook was the ability to borrow and read ebooks from my local library. Haven't been back to the library since!Now here comes the Nook Simple Touch (Nook ST) ereader. It is just now starting to show up in B&N; stores (not on Amazon yet). I was lucky enough to find a store near me that had one that was not spoken for yet. I bought it yesterday and have been busy trying it out. It has the same e-ink Pearl screen as the Kindle, so the screen contrast is no longer an issue. And wow, has the user interface improved over the original Nook! (which I thought was clunky) The entire e-ink Pearl screen has full touchscreen capability. On both the Kindle and the original Nook, I felt myself wanting to touch the screen to select a book to read, instead of using the buttons (on the Kindle) or the LCD touchscreen (on the original Nook) to highlight and select the desired ebook. On the Nook ST, the Library screen shows icons for all the ebooks loaded in the device (both library and purchased). Touch the icon, and the ebook opens. Turning the page? Touch the screen on the right side of the page (to go forward) or the left side (to go back). Or swipe your finger across the screen as in flipping a physical book page. Or use the buttons built into the frame. Want to page quickly through a book? Hold down the page turning button. Need a word definition? Touch and hold on the word and a dictionary pops up. The user interface resembles that of an iPhone or iPad, with the icons, virtual keyboard and the physical home button. It even has the ""slide to unlock"" feature like the iPhone.  The touchscreen on the Nook ST is infrared (it senses the heat of your finger, again like iPhone), so a light touch works just fine.  I found that on the original Nook, sometimes it would take multiple touches on the LCD screen for the device to recognize a command.I returned the original Nook since the Nook ST is so much better. Note that the Nook ST doesn't have 3G connectivity, a web browser, or an MP3 player. If you want all that, buy the original Nook. If you don't require all of these features and would like a basic e-reader with an intuitive touch screen interface, then take a look at the Nook ST.The Nook ST is just beginning to become available (only at B&N; right now), but I suspect that Amazon and other high quality retailers will be selling it very soon.Here's another plus for the Nook (whether it is the original one or the ST).  The Kindle has a proprietary ebook format that limits your options in purchasing and reading ebooks.  Nook uses Adobe EPUB, which is an open format and there are multiple online sites that offer books in this format (including most public libraries).","3.0","This Nook is Good, but the new Nook Simple Touch is WAY Better","1307232000","06 5, 2011"
"A84O215CIZY6W","1400532620","Chantellicus Optimus","4","4","I was the biggest nook/kindle hater on the planet before being gifted this nook. I would constantly diss the e-readers claiming that books were soooo much better. Then I ordered a book series from Amazon and the books/print was so tiny that I could barely read them without straining my eyes and driving myself crazy. My mom (&lt;3!!) gave me my brothers old nook since he had a new nook color so I could download and read the series on this. It wasn't cheap to download the books, but compared to reading the free versions a friend had sent me (which were horrible because the text was all messed up...typos galore) but the option to make the text larger or smaller and the clarity of the screen made the 8+ dollars per book soooo worth the price.The battery on this lasts so long it's insane. I would read daily maybe 5 hours per day over the summer (hey, I had to finish the series before school resumed!) and I only had to charge it once a week tops, even then the battery wasn't drained I just didn't want to give it a chance to run out. I am so in love with my nook now it's insane. I can download almost any book I could possibly need and carry it around in this tiny little, lightweight nook.Another big plus....MY BOOKMARKS DON'T FALL OUT OF THE NOOK!! Nothing is more frustrating than losing your place and going bananas trying to find it without revealing something you haven't read yet.Also, when it comes to textbooks this is a lifesaver!! My back loves the nook. I cannot recommend the nook (or any e-reader in general) enough. You can still buy physical books (I do and will never stop because I absolutely love them) but for an avid reader the nook is such a great addition to your life.Even though my first nook was free (making it that much sweeter), I would gladly lay down $100+ for a replacement if anything happened to mine or for a newer model, not the color though, that's more like a tablet PC than an e-reader.","5.0","From hater to smitten with this amazing little device...","1317513600","10 2, 2011"
"A1XY86U23W6LQ","1400532620","C. Owen ""Contrary Insight""","4","4","I asked for this e-reader for Christmas due to seeing it in a Barnes and Noble store and learning about its features. It  offers greater compatibility with different ebook formats than the Kindle (particularly the EPUB format), has access to special offers when you're inside a Barnes and Noble store, and permits you to lend books to other Nook users. There's also a little color LCD touch screen at the bottom for accessing menu options.Personally, I haven't taken advantage of most of the Nook's features yet, but I do like what I see so far. The touchscreen adds a great deal of versatility to the device and I'd say it's easier to access menu options this way than with just one e-ink screen and some buttons. I also appreciate the ability to upgrade the memory with a microSD card, but I would have preferred to do so without opening the device. Also, if you have a problem with the Nook, you shouldn't have a problem getting a replacement. I, er, damaged my first Nook through, shall we say, ""user error,"" but B&N; staff was happy to provide a new one for me.It's not quite perfect, though. It's kind of heavy, for one thing. The touchscreen is a bit slow to respond and can significantly drain the battery, for another. And, some of the Nook's buttons seem to be a little too stiff. I prefer soft, clicky buttons, you know? Maybe in its next iteration the Nook will have proper buttons instead of this ""bendy plastic"" business.Anyway, which e-reader you get largely boils down to your personal preferences, and which retailer's online library you'd rather have access to. For my part, I think the Nook satisfies all of my needs just fine. Be careful where you buy it from, though. $180, which is the price it's selling for on Amazon right now, is way too much when you can just walk into a brick and mortar store and get it for thirty bucks less.","5.0","An excellent e-reader","1295481600","01 20, 2011"
